continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,Prev_wage_normal,age_of_estab,Quality_Rating,yr_of_estab_str
5,2,1.0,0.0,5.996452088619021,1995,3.0,11.650539537105303,3.0,1.0,114753.26,30,3,177.0
3,2,1.0,0.0,7.541683099882111,2005,1.0,11.34351685604357,3.0,1.0,84416.39,20,3,187.0
3,1,0.0,0.0,8.09162741160107,2001,3.0,11.677589711628665,3.0,0.0,117899.72,24,1,183.0
3,2,0.0,0.0,7.510977752014095,2011,2.0,11.547990536161144,3.0,0.0,103568.71,14,1,193.0
3,1,0.0,0.0,7.990576881743923,2003,2.0,11.332537118320795,3.0,1.0,83494.59,22,1,185.0
1,1,0.0,0.0,7.133295954896068,2005,4.0,11.869578268663867,3.0,1.0,142853.98,20,1,187.0
3,1,0.0,0.0,7.313220387090301,1977,4.0,11.669787152407602,3.0,1.0,116983.38,48,1,159.0
1,1,0.0,0.0,6.882437470997847,1997,3.0,12.27334406950955,3.0,1.0,213917.15,28,1,179.0
3,1,0.0,1.0,6.767343125265392,1999,1.0,10.812792943626551,3.0,1.0,49651.95,26,2,181.0
1,2,0.0,0.0,5.455321115357702,1946,2.0,11.031410554421818,3.0,0.0,61784.67,79,1,128.0
3,1,1.0,0.0,7.428927194802272,1960,2.0,10.754893036503265,3.0,1.0,46858.75,65,3,142.0
3,2,1.0,0.0,7.515344571180436,1975,4.0,9.727976948454991,3.0,1.0,16780.57,50,3,157.0
1,2,1.0,0.0,7.31455283232408,1984,2.0,9.099452385738514,3.0,1.0,8950.39,41,3,166.0
3,1,1.0,1.0,7.781138509845015,2008,3.0,10.35772790406749,3.0,1.0,31499.53,17,4,190.0
3,1,0.0,0.0,8.181160858023409,1899,2.0,5.729790969061701,0.0,1.0,640442.192,126,1,81.0
1,3,0.0,1.0,6.638567789166521,1995,2.0,12.411455810753296,3.0,1.0,245599.1,30,2,177.0
3,2,1.0,0.0,7.51425465281641,1959,4.0,10.968824645051113,3.0,1.0,58036.34,66,3,141.0
3,1,1.0,0.0,7.0630481633881725,2005,2.0,11.42728445768589,3.0,1.0,91792.37,20,3,187.0
3,2,0.0,0.0,4.290459441148391,2004,1.0,10.844958387913746,3.0,0.0,51274.99,21,1,186.0
1,1,0.0,0.0,8.165647925297504,1888,3.0,12.357393009503927,3.0,0.0,232673.86,137,1,70.0
3,2,0.0,0.0,6.863803391452954,2007,3.0,11.186567149780911,3.0,1.0,72154.66,18,1,189.0
3,2,0.0,0.0,8.427924723658055,1998,0.0,11.627503904723,3.0,1.0,112140.06,27,1,180.0
3,1,1.0,1.0,7.336285660021297,2003,3.0,11.762084928537229,3.0,1.0,128294.66,22,4,185.0
5,2,0.0,1.0,11.674142547432762,1997,1.0,11.068973134638528,3.0,1.0,64149.6,28,2,179.0
1,2,1.0,0.0,8.556990661290303,1998,2.0,9.970673659473233,3.0,1.0,21389.89,27,3,180.0
5,1,1.0,0.0,7.869019376499023,1997,2.0,9.536825762791851,3.0,1.0,13860.88,28,3,179.0
3,3,1.0,0.0,7.8168199657645525,1973,2.0,11.469316987643515,3.0,1.0,95732.87,52,3,155.0
3,2,0.0,0.0,5.44673737166631,1983,1.0,11.472788235944558,3.0,1.0,96065.76,42,1,165.0
5,3,1.0,0.0,6.2324480165505225,1893,4.0,10.745173481164123,3.0,1.0,46405.51,132,3,75.0
2,1,0.0,0.0,5.8944028342648505,2013,2.0,11.487296736860413,3.0,1.0,97469.69,12,1,195.0
3,2,1.0,0.0,7.443078374348516,1993,3.0,11.072358688782964,3.0,0.0,64367.15,32,3,175.0
3,2,1.0,0.0,7.814803429489359,1946,3.0,11.317544808103609,3.0,0.0,82252.15,79,3,128.0
3,0,0.0,0.0,8.217978203150732,2002,4.0,11.442285165790588,3.0,1.0,93179.7,23,1,184.0
5,2,0.0,0.0,7.8050670442584895,1994,2.0,11.306104595902193,3.0,1.0,81316.53,31,1,176.0
3,2,1.0,0.0,7.79934339821592,1998,1.0,10.753535485148763,3.0,1.0,46795.18,27,3,180.0
2,2,1.0,0.0,8.48301573961465,2001,3.0,11.354507058003396,3.0,1.0,85349.26,24,3,183.0
3,1,1.0,0.0,5.5254529391317835,1902,3.0,12.333294021809174,3.0,1.0,227133.68,123,3,84.0
4,2,0.0,0.0,7.849323818040561,1916,2.0,11.513590343889245,3.0,1.0,100066.51,109,1,98.0
3,2,0.0,1.0,7.273092595999522,1999,2.0,10.346848458022627,3.0,1.0,31158.69,26,2,181.0
3,2,1.0,0.0,7.984462732262196,2014,2.0,11.355785922941081,3.0,0.0,85458.48,11,3,196.0
3,1,1.0,0.0,8.165647925297504,2002,4.0,10.662885849405008,3.0,1.0,42739.8,23,3,184.0
3,0,0.0,1.0,7.343426229147367,1993,1.0,11.659238424239458,3.0,1.0,115755.84,32,2,175.0
3,2,1.0,1.0,8.50086053679534,1981,3.0,10.991982163015953,3.0,1.0,59396.0,44,4,163.0
1,2,0.0,0.0,8.481773246184977,1983,3.0,11.67187680317532,3.0,0.0,117228.09,42,1,165.0
3,1,0.0,0.0,7.15305163493748,2005,3.0,11.555608255135914,3.0,1.0,104360.68,20,1,187.0
3,0,0.0,0.0,8.309922989258318,2014,1.0,12.222274385642141,3.0,1.0,203266.74,11,1,196.0
5,1,1.0,0.0,8.335191583433202,2004,4.0,9.831513993209544,3.0,1.0,18611.11,21,3,186.0
3,0,1.0,0.0,7.8674885686991285,1817,3.0,6.584471037210073,0.0,1.0,1505437.648,208,3,6.0
1,3,0.0,0.0,8.131236549696116,2009,2.0,11.201673935619183,3.0,1.0,73252.96,16,1,191.0
3,2,1.0,0.0,7.971085753505607,2001,2.0,11.918367906154833,3.0,0.0,149996.6,24,3,183.0
3,1,1.0,1.0,7.7706452341291765,1952,3.0,11.412670560138226,3.0,1.0,90460.68,73,4,134.0
3,1,1.0,0.0,7.918992488165245,1984,1.0,11.558881903643638,3.0,1.0,104702.88,41,3,166.0
5,0,1.0,0.0,7.957177323459475,1884,3.0,10.551109769851353,3.0,1.0,38219.83,141,3,66.0
3,1,1.0,0.0,8.29853954537488,2006,3.0,9.366774727943275,3.0,1.0,11693.34,19,3,188.0
3,1,1.0,0.0,8.283241441385425,1949,2.0,11.83613325941871,3.0,1.0,138155.24,76,3,131.0
3,1,0.0,1.0,3.044522437723423,1968,3.0,12.194293948233296,3.0,1.0,197658.08,57,2,150.0
3,2,1.0,0.0,6.077642243349034,2013,3.0,7.373330366697227,3.0,0.0,1592.93,12,3,195.0
5,1,0.0,0.0,8.259458195332408,2010,4.0,11.028247817003852,3.0,1.0,61589.57,15,1,192.0
3,1,1.0,0.0,8.272826003650401,1963,2.0,11.486474399707793,3.0,1.0,97389.57,62,3,145.0
3,2,1.0,1.0,9.664976524090797,2006,3.0,12.30175425634546,3.0,1.0,220081.73,19,4,188.0
5,1,0.0,0.0,5.303304908059076,1982,3.0,10.827007490617026,3.0,1.0,50362.77,43,1,164.0
5,2,1.0,0.0,7.201170883281678,1996,1.0,11.509400559784984,3.0,1.0,99648.13,29,3,178.0
1,0,0.0,1.0,7.017506142941256,2008,4.0,10.85304554163043,3.0,1.0,51691.34,17,2,190.0
3,0,1.0,0.0,6.5337888379333435,1949,3.0,11.761422795621751,3.0,0.0,128209.74,76,3,131.0
1,1,0.0,0.0,7.920446505142607,1999,2.0,10.600992723247403,3.0,1.0,40174.7,26,1,181.0
3,0,1.0,0.0,8.271036865792954,2000,3.0,12.010169920764264,3.0,1.0,164418.44,25,3,182.0
3,2,1.0,0.0,7.00669522683704,2011,2.0,10.144737784036943,3.0,1.0,25456.79,14,3,193.0
3,1,1.0,0.0,8.225503097566918,2013,4.0,10.724046375690818,3.0,1.0,45435.38,12,3,195.0
5,0,1.0,1.0,5.796057750765372,2006,3.0,10.582743697856634,3.0,1.0,39448.2,19,4,188.0
3,1,1.0,0.0,8.368461137615839,1985,4.0,11.135089628853928,3.0,1.0,68534.3,40,3,167.0
3,2,1.0,0.0,5.605802066295998,2008,2.0,11.371310401626538,3.0,1.0,86795.53,17,3,190.0
3,2,1.0,0.0,7.9714309977693505,1989,1.0,10.695068665265472,3.0,0.0,44137.66,36,3,171.0
3,0,1.0,0.0,5.978885764901122,2005,2.0,11.861328178157892,3.0,1.0,141680.27,20,3,187.0
3,1,0.0,0.0,7.716906135298388,1891,4.0,10.19807175042334,3.0,1.0,26851.36,134,1,73.0
5,3,1.0,0.0,8.244334047856094,1999,4.0,12.380486854825246,3.0,1.0,238109.72,26,3,181.0
3,1,0.0,0.0,7.143617602704121,2001,4.0,5.262913998054641,0.0,1.0,401529.856,24,1,183.0
1,1,1.0,0.0,11.558242939660687,1995,2.0,10.90296067350638,3.0,1.0,54337.0,30,3,177.0
0,1,1.0,0.0,9.73293645134109,2002,4.0,11.207307094545728,3.0,1.0,73666.77,23,3,184.0
5,3,0.0,0.0,6.7357800142423265,1997,4.0,10.586390944188302,3.0,1.0,39592.34,28,1,179.0
3,1,1.0,0.0,11.526187138953414,1998,4.0,10.956312239828211,3.0,1.0,57314.69,27,3,180.0
5,0,0.0,0.0,7.943072717277933,2001,3.0,11.185913201372669,3.0,1.0,72107.49,24,1,183.0
3,2,1.0,0.0,7.65491704784832,1998,0.0,11.026214075183828,3.0,1.0,61464.44,27,3,180.0
3,1,1.0,1.0,7.5766097669730375,2008,4.0,11.62114890853622,3.0,1.0,111429.67,17,4,190.0
5,3,0.0,0.0,7.1204443723924875,2003,3.0,10.540913756236634,3.0,1.0,37832.12,22,1,185.0
1,2,1.0,0.0,7.066466970136958,2010,2.0,11.029774669233074,3.0,1.0,61683.68,15,3,192.0
5,0,0.0,0.0,7.763021309018518,2003,4.0,10.664122806275087,3.0,1.0,42792.7,22,1,185.0
3,0,1.0,0.0,3.4657359027997265,1855,1.0,12.635937705521563,3.0,1.0,307410.02,170,3,37.0
3,2,1.0,0.0,7.818430272070656,1906,3.0,11.34476571473865,3.0,1.0,84521.88,119,3,88.0
1,1,0.0,0.0,7.755338812846501,1969,0.0,11.64767469073485,3.0,0.0,114424.98,56,1,151.0
4,3,1.0,0.0,8.513787398281405,1994,2.0,10.878287352372821,3.0,1.0,53012.73,31,3,176.0
3,2,1.0,0.0,7.2115567333138015,2006,1.0,11.632237730757957,3.0,1.0,112672.17,19,3,188.0
3,2,1.0,0.0,5.645446897643238,1977,3.0,11.100344801234229,3.0,1.0,66193.98,48,3,159.0
3,2,1.0,0.0,7.530479995245536,1950,3.0,5.729423580374147,0.0,1.0,640206.944,75,3,132.0
3,1,0.0,1.0,7.360103972989152,2012,3.0,10.930427669309715,3.0,1.0,55850.16,13,2,194.0
0,0,1.0,0.0,8.157370441186774,1981,2.0,9.829298884818915,3.0,1.0,18569.93,44,3,163.0
5,1,1.0,0.0,7.707512194600341,1885,4.0,11.93242686843007,3.0,1.0,152120.29,140,3,67.0
3,2,0.0,0.0,8.343553835005117,2005,3.0,11.556905698997646,3.0,0.0,104496.17,20,1,187.0
5,1,0.0,1.0,10.92760974476828,1999,2.0,11.29837278125366,3.0,0.0,80690.23,26,2,181.0
3,1,0.0,0.0,5.288267030694535,1942,2.0,10.688357577007414,3.0,1.0,43842.44,83,1,124.0
3,2,1.0,0.0,8.164225652265827,2006,1.0,11.939730319055714,3.0,1.0,153235.36,19,3,188.0
5,3,1.0,0.0,7.60688453121963,1875,3.0,10.661604489363409,3.0,1.0,42685.07,150,3,57.0
3,2,1.0,0.0,6.194405391104672,2002,3.0,11.005948093839427,3.0,1.0,60231.34,23,3,184.0
3,2,1.0,0.0,7.516977224604321,2005,1.0,10.613881892080357,3.0,1.0,40695.87,20,3,187.0
3,1,1.0,0.0,8.40290404501411,1999,4.0,9.556408562663698,3.0,1.0,14134.99,26,3,181.0
3,2,1.0,0.0,6.472346294500901,1891,4.0,10.952712098520326,3.0,1.0,57108.72,134,3,73.0
5,1,1.0,0.0,6.142037405587356,1997,3.0,11.278780494352873,3.0,1.0,79124.71,28,3,179.0
2,3,0.0,0.0,7.271703706887368,1877,3.0,11.238771473998138,3.0,1.0,76021.5,148,1,59.0
5,0,0.0,0.0,7.725771441587952,1871,3.0,10.80050412545011,3.0,1.0,49045.52,154,1,53.0
3,2,1.0,0.0,8.20631072579402,1987,3.0,11.231868597301794,3.0,1.0,75498.54,38,3,169.0
5,2,1.0,0.0,8.064636475774222,2003,2.0,11.531712674943904,3.0,1.0,101896.48,22,3,185.0
3,2,1.0,0.0,7.098375638590786,2013,2.0,11.656548119110786,3.0,1.0,115444.84,12,3,195.0
3,1,1.0,0.0,7.563719668414366,2000,2.0,11.72383504550936,3.0,1.0,123480.07,25,3,182.0
0,2,1.0,0.0,8.0519780789023,2001,3.0,10.623212397128345,3.0,1.0,41077.36,24,3,183.0
1,0,1.0,0.0,5.953243334287785,1824,2.0,4.067237119608601,0.0,1.0,121462.43200000002,201,3,13.0
3,1,0.0,1.0,2.3978952727983707,2011,2.0,10.389184273551034,3.0,1.0,32506.14,14,2,193.0
3,2,0.0,0.0,7.322510433997394,1855,2.0,10.406853119141925,3.0,1.0,33085.59,170,1,37.0
3,3,1.0,0.0,7.960672608388117,1927,2.0,11.480704293767587,3.0,0.0,96829.24,98,3,109.0
5,1,1.0,0.0,8.640118538253535,1993,3.0,9.800778518591793,3.0,1.0,18047.79,32,3,175.0
1,2,1.0,0.0,7.4645098346365275,1831,2.0,10.71634967918895,3.0,1.0,45087.02,194,3,15.0
3,1,0.0,0.0,7.845024417241484,2004,1.0,11.138249324469927,3.0,1.0,68751.19,21,1,186.0
2,2,0.0,0.0,8.610865667278873,1905,1.0,10.19356537787879,3.0,0.0,26730.63,120,1,87.0
3,1,1.0,0.0,6.023447592961033,2013,4.0,11.85050358987152,3.0,1.0,140154.91,12,3,195.0
3,1,0.0,1.0,7.183870715062453,1995,3.0,11.787748564066542,3.0,1.0,131629.78,30,2,177.0
3,0,0.0,0.0,8.3654396361887,1968,4.0,11.154383064133068,1.0,1.0,838432.7999999999,57,1,150.0
3,1,1.0,0.0,8.739536422559677,2009,4.0,11.450738204119121,2.0,1.0,4886475.88,16,3,191.0
3,1,1.0,0.0,6.725033642166843,1999,3.0,11.263653264208108,3.0,1.0,77936.78,26,3,181.0
3,1,0.0,0.0,7.8343923029104365,1962,4.0,10.295412741587871,3.0,1.0,29596.54,63,1,144.0
3,2,0.0,1.0,7.543273346705446,1957,2.0,11.56356468049483,3.0,1.0,105194.33,68,2,139.0
1,1,1.0,0.0,7.87359778968554,1977,4.0,10.74862100084395,3.0,1.0,46565.77,48,3,159.0
3,1,1.0,0.0,7.254177846456518,2011,2.0,10.76314232230395,3.0,1.0,47246.9,14,3,193.0
3,3,1.0,0.0,6.899723107284872,1977,3.0,11.352447392682397,3.0,1.0,85173.65,48,3,159.0
3,2,1.0,0.0,6.568077911411976,1848,1.0,11.320360584004755,3.0,1.0,82484.08,177,3,30.0
3,2,1.0,0.0,6.694562058521095,1933,2.0,11.605622050492416,3.0,1.0,109712.88,92,3,115.0
3,1,1.0,0.0,5.958424693029782,2009,4.0,11.429212931716549,3.0,1.0,91969.56,16,3,191.0
3,0,1.0,0.0,6.559615237493242,2003,2.0,5.568039113622825,3.0,1.0,261.92,22,3,185.0
3,2,1.0,0.0,8.379079889286603,2011,3.0,6.763249602872408,0.0,1.0,1800136.0,14,3,193.0
3,2,1.0,0.0,6.823286122355687,1998,2.0,7.562052477659471,3.0,1.0,1923.79,27,3,180.0
3,0,1.0,0.0,8.353732642263202,1976,1.0,11.904679943823202,3.0,1.0,147957.44,49,3,158.0
5,1,0.0,0.0,7.044032897274685,1994,2.0,11.001820468850083,3.0,1.0,59983.24,31,1,176.0
1,3,1.0,0.0,8.403352374992478,1987,2.0,11.418392233263548,3.0,1.0,90979.75,38,3,169.0
3,2,1.0,0.0,7.786136437783072,1992,2.0,11.143661612191083,3.0,0.0,69124.3,33,3,174.0
3,1,0.0,0.0,7.808729306744399,1920,2.0,11.50574706177341,3.0,1.0,99284.73,105,1,102.0
5,3,0.0,0.0,10.007622317268135,1986,4.0,11.083671840453546,3.0,1.0,65099.48,39,1,168.0
3,3,1.0,0.0,7.9483852851118995,1977,3.0,11.516903342713452,3.0,1.0,100398.58,48,3,159.0
3,1,1.0,0.0,6.568077911411976,1991,4.0,11.284629412289851,3.0,1.0,79588.86,34,3,173.0
3,2,1.0,0.0,7.8168199657645525,2002,2.0,10.839966719625957,3.0,1.0,51019.68,23,3,184.0
3,1,1.0,0.0,8.32020459757888,2011,4.0,9.849130094706853,3.0,1.0,18941.87,14,3,193.0
3,1,1.0,0.0,8.268475388982598,1939,1.0,11.814190199010806,3.0,1.0,135156.71,86,3,121.0
3,1,1.0,0.0,7.187657164114956,1962,2.0,6.86669669397656,0.0,1.0,1996327.6320000002,63,3,144.0
3,2,1.0,1.0,9.29330189269053,2002,3.0,10.911466823073155,3.0,1.0,54801.17,23,4,184.0
0,1,1.0,0.0,7.351799869057777,1999,2.0,5.257807823209827,0.0,1.0,399484.8,26,3,181.0
3,2,1.0,1.0,7.759187438507795,2009,1.0,8.726114484173591,3.0,1.0,6161.74,16,4,191.0
3,2,1.0,0.0,8.166500319155052,2008,3.0,11.644227724923596,3.0,1.0,114031.24,17,3,190.0
3,0,0.0,1.0,7.216709486709457,2000,3.0,6.55580245398402,0.0,1.0,1462891.6639999999,25,2,182.0
3,2,0.0,0.0,8.46695197497949,1973,2.0,11.493787190942538,3.0,0.0,98104.37,52,1,155.0
1,2,1.0,0.0,7.72356247227797,1997,2.0,12.52005263893607,3.0,0.0,273772.47,28,3,179.0
5,1,0.0,0.0,5.8888779583328805,1881,3.0,8.41002882757987,3.0,1.0,4491.89,144,1,63.0
3,1,0.0,0.0,7.982416346827733,1943,4.0,12.380192577426396,3.0,1.0,238039.66,82,1,125.0
3,0,1.0,0.0,6.29156913955832,1997,4.0,11.374231397213956,3.0,1.0,87049.43,28,3,179.0
5,2,0.0,0.0,8.216898580913613,1951,3.0,10.732134562077926,3.0,1.0,45804.36,74,1,133.0
2,1,1.0,0.0,7.793586803371584,1993,4.0,11.70522689013491,3.0,1.0,121203.58,32,3,175.0
3,1,0.0,0.0,4.912654885736052,1939,2.0,8.36089487373152,3.0,1.0,4276.52,86,1,121.0
3,1,1.0,0.0,7.217443431696533,1982,3.0,10.936460803609403,3.0,1.0,56188.13,43,3,164.0
3,2,0.0,1.0,6.678342114654332,1902,4.0,11.006157099389625,3.0,1.0,60243.93,123,2,84.0
3,2,1.0,0.0,8.35819745992578,1962,3.0,11.195840259493155,3.0,1.0,72826.87,63,3,144.0
3,2,0.0,0.0,5.820082930352362,1882,1.0,11.45160682112621,3.0,1.0,94052.35,143,1,64.0
4,2,1.0,0.0,3.2188758248682006,1977,1.0,11.27910650875018,3.0,1.0,79150.51,48,3,159.0
3,2,1.0,0.0,7.652545692693921,2003,1.0,11.497672223507415,3.0,1.0,98486.25,22,3,185.0
3,1,1.0,1.0,8.326758814511733,2004,4.0,11.447328784179149,3.0,1.0,93650.85,21,4,186.0
3,2,1.0,0.0,8.357259153499912,2000,2.0,11.692716823510555,2.0,1.0,6224231.52,25,3,182.0
1,2,0.0,0.0,7.9976631270201,1976,3.0,5.544892638301133,0.0,1.0,532328.3679999999,49,1,158.0
1,2,0.0,0.0,8.048468743668883,1996,4.0,10.743016887343952,3.0,0.0,46305.54,29,1,178.0
3,1,0.0,0.0,8.183676582620658,1993,2.0,11.197512830027675,3.0,1.0,72948.78,32,1,175.0
3,1,0.0,0.0,7.993957547573565,1981,1.0,11.387570496952305,3.0,1.0,88218.37,44,1,163.0
3,2,0.0,0.0,7.970394907191429,1999,1.0,11.814342972947442,3.0,1.0,135177.36,26,1,181.0
2,1,0.0,0.0,7.902117546276448,1984,2.0,10.816371688545848,3.0,1.0,49829.96,41,1,166.0
3,1,1.0,0.0,8.462737005620179,1989,2.0,9.82986146425772,3.0,1.0,18580.38,36,3,171.0
3,0,1.0,0.0,9.473319831787592,2001,4.0,11.239548977942084,3.0,1.0,76080.63,24,3,183.0
3,1,1.0,0.0,7.300472814267799,2005,1.0,12.091376689935007,3.0,1.0,178327.44,20,3,187.0
3,2,1.0,0.0,7.703007682479236,1897,1.0,11.91861481460105,3.0,1.0,150033.64,128,3,79.0
3,0,1.0,0.0,7.501634457883413,1973,1.0,11.254175979310544,3.0,1.0,77201.64,52,3,155.0
5,0,1.0,0.0,8.012680929706839,2010,4.0,9.606561553002608,3.0,1.0,14861.98,15,3,192.0
5,3,0.0,0.0,8.237743803890933,1886,4.0,8.446459519901465,3.0,1.0,4658.55,139,1,68.0
3,1,1.0,0.0,7.8399193600125825,2008,2.0,4.6553945592829935,0.0,1.0,218713.456,17,3,190.0
3,0,1.0,0.0,7.620214770574455,1984,2.0,12.00506881680752,3.0,1.0,163581.86,41,3,166.0
3,2,0.0,0.0,8.016317898503415,1968,1.0,11.600088180507603,3.0,1.0,109107.42,57,1,150.0
3,1,0.0,0.0,6.361302477572996,1998,4.0,10.593313473815407,3.0,1.0,39867.37,27,1,180.0
3,3,0.0,1.0,7.030857476116121,1997,4.0,8.17662497772227,3.0,1.0,3556.83,28,2,179.0
1,2,0.0,0.0,7.949091499830517,1809,2.0,11.024463565175703,3.0,1.0,61356.94,216,1,4.0
1,2,0.0,0.0,8.519789817263504,1941,3.0,11.709123710284459,3.0,1.0,121676.81,84,1,123.0
3,2,0.0,0.0,6.777646593635117,1972,2.0,11.247921228842054,3.0,1.0,76720.27,53,1,154.0
3,0,1.0,0.0,7.84971375760487,2002,3.0,11.116839286873098,3.0,1.0,67294.87,23,3,184.0
3,1,1.0,0.0,7.158513997329321,1995,4.0,6.233502077728677,0.0,1.0,1059836.544,30,3,177.0
3,0,1.0,0.0,6.331501849893691,1991,4.0,9.663216916467498,3.0,1.0,15728.3,34,3,173.0
5,1,1.0,0.0,6.946975992135418,2003,4.0,10.802997267448173,3.0,1.0,49167.95,22,3,185.0
3,1,1.0,0.0,8.091933455979893,2007,1.0,11.326041034081262,3.0,1.0,82953.96,18,3,189.0
3,2,0.0,0.0,7.2305631534092925,2011,4.0,6.547330455883672,0.0,1.0,1450550.4000000001,14,1,193.0
3,1,0.0,0.0,6.1070228877422545,2001,1.0,12.002048031967348,3.0,1.0,163088.46,24,1,183.0
1,2,1.0,0.0,7.850882664809852,1992,1.0,11.652677320337991,3.0,1.0,114998.84,33,3,174.0
5,2,0.0,0.0,6.984716320118266,1989,2.0,11.222559794889246,3.0,1.0,74799.0,36,1,171.0
3,2,1.0,0.0,7.334981878871814,2010,2.0,11.489058808684018,3.0,1.0,97641.59,15,3,192.0
5,2,1.0,0.0,7.7284157798410416,2004,4.0,11.217685570665097,3.0,1.0,74435.3,21,3,186.0
3,2,1.0,0.0,10.4410330010015,1996,4.0,11.814263370651124,3.0,0.0,135166.6,29,3,178.0
3,1,1.0,0.0,5.3471075307174685,1895,2.0,10.040232775271761,3.0,1.0,22930.72,130,3,77.0
1,2,0.0,0.0,7.289610521451167,1987,2.0,11.298790588418933,3.0,0.0,80723.95,38,1,169.0
3,2,0.0,0.0,5.69035945432406,1875,1.0,12.194007351718744,3.0,1.0,197601.44,150,1,57.0
3,2,1.0,0.0,11.881560599827676,1986,2.0,10.924026942183152,3.0,1.0,55493.82,39,3,168.0
0,1,0.0,0.0,7.646353722445999,2009,3.0,6.039722188559976,0.0,1.0,873134.912,16,1,191.0
3,1,1.0,0.0,7.67786350067821,1999,4.0,11.62729806948963,3.0,1.0,112116.98,26,3,181.0
3,2,1.0,0.0,8.27052509505507,1986,3.0,11.746172523524317,3.0,1.0,126269.34,39,3,168.0
5,3,1.0,1.0,7.8724551500639794,2013,2.0,10.758112220481221,3.0,1.0,47009.84,12,4,195.0
3,1,0.0,0.0,8.11522197256233,2003,3.0,11.17999732062808,3.0,1.0,71682.17,22,1,185.0
3,2,1.0,0.0,11.543551658511989,1896,1.0,7.633761634798847,3.0,1.0,2066.81,129,3,78.0
0,2,0.0,0.0,6.897704943128636,1936,3.0,11.716881466988996,3.0,1.0,122624.42,89,1,118.0
1,2,1.0,1.0,8.32069157104845,2004,3.0,11.102293381003646,3.0,1.0,66323.09,21,4,186.0
0,1,1.0,0.0,6.255750041753367,1984,2.0,11.48887126854888,3.0,1.0,97623.28,41,3,166.0
3,1,1.0,0.0,3.9889840465642745,1998,4.0,5.483674727289265,0.0,1.0,500717.776,27,3,180.0
5,0,1.0,0.0,6.663132695990803,1998,4.0,5.055142011678774,0.0,1.0,326199.744,27,3,180.0
3,1,1.0,0.0,6.459904454377535,1996,2.0,10.352810362738166,3.0,1.0,31345.01,29,3,178.0
5,1,0.0,1.0,8.297294370266917,2004,4.0,11.06701173013138,3.0,1.0,64023.9,21,2,186.0
3,2,0.0,0.0,6.263398262591624,2001,4.0,11.643175090984647,3.0,0.0,113911.27,24,1,183.0
3,2,1.0,0.0,11.888618414744723,1897,2.0,10.430233276334073,3.0,1.0,33868.25,128,3,79.0
5,3,1.0,1.0,6.731018100482083,1953,2.0,11.565818723731885,3.0,1.0,105431.71,72,4,135.0
3,1,0.0,0.0,6.495265555937008,2012,2.0,8.078381205358681,3.0,1.0,3224.01,13,1,194.0
3,2,1.0,0.0,7.6586995582682995,1908,3.0,11.865105612429147,3.0,1.0,142216.47,117,3,90.0
3,2,1.0,0.0,8.387539983189367,1968,1.0,11.134265614294721,3.0,1.0,68477.85,57,3,150.0
3,2,1.0,0.0,5.655991810819852,1895,2.0,6.572925832242408,0.0,1.0,1488157.0080000001,130,3,77.0
3,2,0.0,0.0,6.576469569048224,2001,1.0,11.759199511844093,3.0,1.0,127925.01,24,1,183.0
5,1,1.0,0.0,7.198931240688173,2016,4.0,6.461401142857023,0.0,1.0,1331110.768,9,3,198.0
3,2,0.0,0.0,6.410174881966167,1985,3.0,11.600466176837429,3.0,1.0,109148.67,40,1,167.0
1,1,1.0,0.0,7.81762544305337,2007,4.0,10.95222010867072,3.0,1.0,57080.63,18,3,189.0
5,1,0.0,1.0,7.395721608602045,1855,2.0,11.787755553341954,3.0,1.0,131630.7,170,2,37.0
3,3,1.0,0.0,8.263590432617319,2001,3.0,11.545343670364918,3.0,1.0,103294.94,24,3,183.0
3,1,1.0,0.0,7.1276936993473985,2004,4.0,12.179668401433995,3.0,1.0,194788.26,21,3,186.0
4,2,1.0,0.0,7.333676395657684,2002,4.0,11.60469803115531,3.0,1.0,109611.55,23,3,184.0
3,1,0.0,0.0,2.70805020110221,1921,1.0,11.548041225862123,3.0,1.0,103573.96,104,1,103.0
5,1,1.0,0.0,8.316544717929398,2003,4.0,10.935981940169256,3.0,1.0,56161.23,22,3,185.0
3,1,0.0,1.0,7.502738210754851,2014,4.0,10.888571989398237,3.0,1.0,53560.76,11,2,196.0
5,3,1.0,0.0,8.131530710604252,2007,4.0,11.214495709197607,3.0,1.0,74198.24,18,3,189.0
5,2,0.0,1.0,7.104144092987527,1897,4.0,10.584607444358351,3.0,1.0,39521.79,128,2,79.0
3,1,0.0,1.0,7.52131798019924,2003,2.0,10.969044999933626,3.0,1.0,58049.13,22,2,185.0
1,2,1.0,0.0,7.7475968386928855,2004,3.0,10.47338176459666,3.0,0.0,35361.6,21,3,186.0
3,0,0.0,0.0,7.6362696033793735,1985,3.0,10.351755731536267,3.0,1.0,31311.97,40,1,167.0
3,2,0.0,1.0,8.653296274408579,1999,3.0,10.686116140381026,3.0,1.0,43744.28,26,2,181.0
3,0,1.0,0.0,5.846438775057725,1991,3.0,11.637198859274097,3.0,1.0,113232.54,34,3,173.0
3,2,0.0,0.0,7.822845290279774,2011,1.0,12.49915456254411,3.0,1.0,268110.52,14,1,193.0
4,1,0.0,0.0,7.994969522697877,1830,2.0,11.03337141529649,3.0,1.0,61905.94,195,1,14.0
